Line,level,category,Note,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
345,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,3,      Intermediate inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,3,        Energy inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,3,        Materials inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,3,        Purchased-services inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2,  Transportation and warehousing,,43.6,46.8,50.5,54.9,57.9,62.5,70.2,74.9,80.4,87.5,96.7,109.2,113.7,126.5,145.8,169.4,184.1,208.5,216.4,218.3,231.6,255.2,257.9,265.1,285.7,315.2,331.8,353.2,357.9,376.2,398.7,426.9,449,471.6,499.4
353,2,    Value added,,25.9,27.4,29.7,32.4,33.1,35.8,38.1,40.2,44.2,48.7,53.7,59,59.9,69.4,77,87.5,97.5,102.6,110.2,106.3,117.9,131.2,137.4,147.2,153.1,162.8,168.6,174.9,183.9,194.7,207.4,223.8,229.3,237.5,257.3
354,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,110.1,116.1,122.5,126.5,134.9,138.2,145.4,149.3,156.3,166.9
355,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,6.7,7,7.6,9.3,9.7,10.1,12.5,12.3,9.5,15
356,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,46,45.6,44.8,48.1,50.2,59.1,65.8,67.7,71.7,75.3
357,2,    Intermediate inputs,,17.7,19.4,20.8,22.5,24.8,26.6,32.1,34.7,36.1,38.8,42.9,50.2,53.8,57.1,68.8,81.9,86.6,105.8,106.2,112,113.6,124,120.5,117.9,132.6,152.4,163.2,178.3,174.1,181.5,191.3,203.1,219.8,234.2,242.1
358,2,      Energy inputs,,2.5,2.5,2.7,2.9,3.3,3.4,3.8,4.1,4.2,4.5,5.3,9.7,10.4,11.6,14.9,16.1,20.3,32,32.2,34.2,30,30.2,29.6,22,27.2,27.7,29.5,34.5,29.3,27.1,29.5,31.9,36.9,41.3,48.8
359,2,      Materials inputs,,2.7,3,3.4,3.7,4,4.2,4.8,5,5,5.5,6,7,7.2,7.9,10.3,12.5,13.1,15.7,15.6,15.2,14.4,16.2,15.9,15.6,17.7,19.6,20.4,20.1,18.8,19.7,20.8,22.1,24.3,24.9,23.1
360,2,      Purchased-services inputs,,12.5,13.8,14.7,16,17.5,19.1,23.5,25.6,26.9,28.8,31.7,33.5,36.2,37.6,43.6,53.2,53.2,58.2,58.3,62.6,69.2,77.6,75.1,80.3,87.7,105.1,113.3,123.8,125.9,134.7,141,149.1,158.6,167.9,170.3
361,3,    Air transportation,,4.2,4.8,5.6,6.5,7.8,8.9,10.2,10.8,11.8,13.1,15,17.8,18.1,20.8,23.6,26.7,25.3,37.4,33.2,40.1,43.9,50.3,53.8,58,67.4,75.4,77.8,80.6,81.2,83,90.5,95.5,101.9,106.1,114.3
362,3,      Value added,,1.8,2,2.4,2.8,3.2,3.6,4,4.4,4.9,5.6,6.2,6.7,7.1,8.4,9.6,10.8,11.6,12.9,13.4,13.5,16.4,18.8,19.3,20.9,24.3,30.6,31,31.9,33,35.9,40.4,45.2,47.2,47.3,54.7
363,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,19.5,21.4,23.5,24.3,26,26.8,28,28.4,29.6,29.8
364,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.8,3.8,4.2,5.4,5.4,5.5,7.3,7,3.7,8.8
365,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,7.3,5.8,4.2,3.3,4.4,8.1,9.9,11.7,14,16.1
366,3,      Intermediate inputs,,2.5,2.8,3.2,3.7,4.6,5.4,6.1,6.4,6.8,7.6,8.9,11.1,11.1,12.4,14.1,15.9,13.7,24.4,19.9,26.6,27.5,31.5,34.5,37.1,43.1,44.8,46.8,48.7,48.3,47.1,50.1,50.3,54.7,58.7,59.7
367,3,        Energy inputs,,0.5,0.5,0.6,0.7,0.9,1,1.1,1.2,1.3,1.5,1.8,3.4,3.4,4.1,5,5.3,5.5,12.4,10.2,13.5,11.9,12.5,13.7,11.2,14.4,13.6,14.1,15.5,13.4,11.8,12.1,11.7,12.9,13.9,11.8
368,3,        Materials inputs,,0.2,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.6,0.6,0.6,0.7,0.5,0.9,0.7,0.8,1,1.4,1.4,1.7,2,2,2,1.8,1.7,1.6,1.5,1.3,1.3,1.2,1.2
369,3,        Purchased-services inputs,,1.8,2,2.3,2.7,3.3,3.9,4.4,4.6,4.9,5.3,6.3,6.8,7,7.6,8.4,10,7.7,11.1,9,12.3,14.6,17.6,19.3,24.2,26.7,29.1,30.7,31.4,33.2,33.7,36.4,37.3,40.6,43.7,46.7
370,3,    Rail transportation,,11.4,11.8,12.4,13,12.7,13.1,13.8,14.3,15.1,15.9,17.7,20.2,19.9,20.9,24,25.8,29.1,32.8,36.5,32.9,32,35.2,33,31.2,31.9,33.7,34.2,34.8,34.3,35.2,35.4,37.1,38.2,38.2,38.2
371,3,      Value added,,8,8.2,8.6,9.2,8.7,8.9,9.3,9.6,10.4,10.7,11.7,12.8,12.2,14.5,15.4,16.9,18.8,20.3,21.7,18.3,19.7,21.3,21,22.4,20.9,21.1,18.6,18.6,20.2,20.1,20.3,21.3,21.2,21,20
372,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,15.7,15.4,15.1,15.2,15.9,15.5,15.3,15.2,15.4,15.3
373,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.6,-0.5,-0.5,-0.4,-0.5,-0.3,-0.3,-0.4,-0.2,-0.4
374,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,6,3.8,4,5.4,4.7,5.2,6.4,6.5,5.8,5.1
375,3,      Intermediate inputs,,3.4,3.6,3.8,3.8,4,4.3,4.5,4.7,4.7,5.2,6,7.3,7.7,6.4,8.6,8.8,10.3,12.5,14.8,14.6,12.3,13.9,12,8.9,11,12.6,15.6,16.2,14.1,15.1,15,15.7,17,17.1,18.2
376,3,        Energy inputs,,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.7,1.5,1.7,1.6,2.4,2.3,3.2,4.9,6,5.6,4.1,4.2,3.4,1.9,2.2,2.3,2.8,3.2,2.4,2.3,2.4,2.7,3.2,3.5,4.3
377,3,        Materials inputs,,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.6,2.2,2.4,2.2,3.2,3.1,3.2,3.8,4.1,3.8,3.2,3.9,3.5,2.8,3.8,4.1,4.7,4.4,3.5,3.5,3.5,3.8,4.1,4.1,4
378,3,        Purchased-services inputs,,1.6,1.7,1.8,1.9,2,2.3,2.5,2.8,3,3.4,3.7,3.7,3.7,2.6,3.1,3.4,3.8,3.9,4.8,5.2,5,5.8,5.1,4.2,5.1,6.2,8.1,8.6,8.2,9.3,9.1,9.3,9.7,9.6,9.8
379,3,    Water transportation,,2.7,3,3.1,3.7,3.9,4.5,4.3,4.7,4.5,4.9,5.8,7.2,7.9,9.8,11.2,12.4,14.7,15.9,17.7,15.6,15.9,16.3,16.3,16.3,15.7,17.4,17.6,18.5,19,19.1,20.2,20.7,22.5,24.2,24.8
380,3,      Value added,,0.9,1,1,1.2,1.2,1.4,1.3,1.4,1.3,1.4,1.5,1.8,1.9,2.2,2.4,2.8,3.2,3.5,3.9,3.5,3.7,3.9,4.1,4.1,4.2,4.5,4.7,5.1,5.8,5.8,5.9,6.2,6.1,6.3,6.6
381,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,2.7,2.9,3.1,3.1,3.2,3.1,3.1,3.2,3.1
382,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.3,0.5,0.6
383,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.7,1.9,2,2.5,2.3,2.5,2.7,2.7,2.6,2.8
384,3,      Intermediate inputs,,1.8,2,2.1,2.5,2.7,3.1,3,3.3,3.2,3.5,4.2,5.4,6,7.5,8.8,9.6,11.4,12.4,13.8,12.2,12.2,12.4,12.2,12.2,11.5,12.8,12.8,13.4,13.3,13.3,14.3,14.6,16.4,17.9,18.2
385,3,        Energy inputs,,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.7,0.8,0.9,1.4,2.3,2.7,2.4,2,1.8,1.7,1.2,1,1,0.9,0.9,0.7,0.5,0.9,1.3,1.9,2.4,2.9
386,3,        Materials inputs,,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.9,1.3,1.4,1.5,1.3,1.3,1.4,1.4,1.5,1.6,1.4,1.2,1.1,0.9,1.1,1.3,1.6,1.8,1.7
387,3,        Purchased-services inputs,,1.6,1.8,1.8,2.2,2.3,2.7,2.6,2.9,2.8,3.1,3.7,4.5,5.1,6.4,7.3,8,9.1,8.8,9.7,8.3,9,9.3,9.1,9.6,9,10.3,10.6,11.2,11.5,11.9,12.2,12,13,13.8,13.6
388,3,    Truck transportation,,11.6,12.7,13.8,14.9,15.6,16.6,20.2,21.7,23.6,26,28.1,30.1,31.6,34.7,39.7,46.6,51,51,54.1,52.6,59.2,66.4,68.6,71.2,80.4,90.6,98.5,108.8,109.1,118,124.6,137.9,143.6,151.7,162
389,3,      Value added,,6.3,6.8,7.5,8.2,8.3,9.3,10.1,10.7,12.2,14,15.8,17.1,17.2,19.7,21.9,25.1,27.9,28.5,30,29.4,32.5,36.7,39.5,43.3,44.7,45.4,49.1,50.6,52.2,55.9,59.6,65.9,67.4,70.7,77.1
390,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,29.9,31.7,33.5,33.8,36.2,37.5,41.1,42.7,45.2,49.4
391,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.1,1.2,1.2,1.3,1.4,1.4,1.7,1.7,1.8,2.1
392,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,14.4,16.2,15.9,17.1,18.4,20.7,23.1,23,23.7,25.7
393,3,      Intermediate inputs,,5.3,5.9,6.3,6.8,7.3,7.3,10.2,11,11.4,12,12.3,13,14.3,15,17.8,21.5,23.1,22.6,24.1,23.1,26.7,29.8,29.1,27.9,35.7,45.2,49.4,58.1,56.9,62.1,65,72,76.2,81,84.9
394,3,        Energy inputs,,0.7,0.8,0.8,0.9,1.1,1,1.2,1.2,1.2,1.1,1.2,2,2.3,2.5,3.4,3.9,5.3,6.4,7.2,6.6,6.6,6.6,6.2,4.3,6.6,7.8,8.4,10.8,9,8.7,8.8,9.4,10.2,11.1,16.5
395,3,        Materials inputs,,0.5,0.5,0.6,0.6,0.5,0.5,0.8,0.8,0.8,0.9,0.9,1,1,1.2,1.6,1.8,1.7,1.6,1.5,1.3,1.4,1.5,1.5,1.5,1.9,2.7,3.1,3.6,3.8,4.4,4.9,5.8,6.6,7.1,6.9
396,3,        Purchased-services inputs,,4.1,4.6,4.9,5.3,5.6,5.8,8.2,9,9.4,10,10.2,10,11,11.2,12.8,15.8,16.1,14.6,15.5,15.2,18.7,21.7,21.5,22.1,27.1,34.7,37.9,43.8,44.1,49,51.3,56.8,59.3,62.9,61.5
397,3,    Transit and ground passenger transportation,,3.8,3.9,4,4.3,4.6,5,5.5,6.1,6.7,7.1,7.2,7.9,8.4,9.2,9.9,10.2,10.9,11.5,12.3,13,13.5,14.5,15.2,15.5,15.5,16.4,17.3,18.6,19.4,19.8,20.3,20.8,21.9,23,24.3
398,3,      Value added,,2.1,2.2,2.3,2.5,2.7,2.9,2.9,3.1,3.2,3.4,3.3,3.5,3.8,4.1,4.5,4.7,5,5.8,5.9,6,6.3,7,7.3,7.7,7.5,8,8.3,9,9.6,9.9,10.6,11.3,12,13.1,15.1
399,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.9,5.1,5.5,5.9,6.3,6.7,7.1,7.5,8,8.5
400,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7
401,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,2.9,3.2,3.3,3.2,3.5,3.7,3.9,4.4,5.9
402,3,      Intermediate inputs,,1.7,1.7,1.7,1.8,1.8,2.1,2.6,3,3.4,3.6,3.9,4.4,4.7,5.1,5.4,5.5,5.9,5.6,6.4,7,7.2,7.5,7.9,7.8,8.1,8.4,9,9.6,9.9,9.9,9.7,9.5,9.9,10,9.2
403,3,        Energy inputs,,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.8,1.3,1.5,1.7,1.9,1.9,2.6,2.9,3.5,3.7,3.3,3.1,2.9,2.2,1.8,1.9,2.1,2.7,2.5,2.5,2.4,2.3,2.5,2.5,3.1
404,3,        Materials inputs,,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.9,1,1,1,1.3,1.5,1.4,1.3,1.1,1.1,1.2,1.4,1.5,1.8,2,2.4,2.6,2.6,2.6,2.7,2.9,2.5,2.1,1.9,1.4,0.6
405,3,        Purchased-services inputs,,1,1.1,1.1,1.2,1.2,1.3,1.6,1.8,2,2.1,2.2,2,2.2,2.1,2,2.1,2,1.6,1.8,2.1,2.5,2.9,3.2,3.6,3.9,4,4.2,4.4,4.6,4.6,4.8,5,5.6,6.1,5.4
406,3,    Pipeline transportation,,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.4,5.2,6.1,8.1,14.2,16.6,18.1,18.8,20,20.7,21.5,20.3,19.8,18.9,19,19.3,19.4,19.1,20.3,21.8,22.5,22,23.9,24.3
407,3,      Value added,,0.8,0.8,0.8,0.9,0.9,1,1.1,1.2,1.3,1.5,1.6,1.7,2.1,2.4,2.9,3.7,4.7,5.1,6.1,7.1,7.7,7.6,7.3,6,6.3,5.7,6,6,6.1,6.4,6.6,6.7,6.5,6.8,7
408,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.7,2.8,2.8,3.1,3.2,3.2,3,3.3,3.5
409,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.8,0.9,1
410,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.5,2.7,2.6,2.5,2.5,2.6,2.6,2.7,2.7,2.5
411,3,      Intermediate inputs,,0.7,0.8,0.9,1,1.2,1.3,1.5,1.7,1.8,2,2.3,2.7,3.2,3.7,5.3,10.5,11.9,13,12.7,12.9,13,13.9,13,13.8,12.6,13.3,13.4,13.4,13.1,13.8,15.2,15.8,15.5,17,17.3
412,3,        Energy inputs,,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.5,0.5,0.5,0.7,1.1,1.3,1.3,1,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.4,0.4,1.2,2,2.6,3.5,4.5
413,3,        Materials inputs,,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.1,1.2,1.4,2.1,4,4.6,5.6,5.6,5.4,5.1,5.6,5.5,5.6,5.5,5.5,5.4,5.1,4.6,4.7,4.6,4.3,3.9,3.9,2.5
414,3,        Purchased-services inputs,,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.7,0.8,1,1.1,1.4,1.7,2.5,5.3,6,6.2,6.1,6.7,7.2,7.6,6.8,7.6,6.5,7.2,7.5,7.7,8,8.7,9.3,9.5,9,9.7,10.3
415,3,    Other transportation and support activities,,6.7,7.2,7.8,8.4,8.8,9.5,10.8,11.5,12.4,13.5,15.2,17.5,18.2,20.3,23.7,27.1,29.1,34,35,35.9,37.3,40.6,40.2,41.5,43.7,49.2,52.8,57.1,60,63.7,67.4,72.1,76.4,80.9,85.2
416,3,      Value added,,4.5,4.9,5.3,5.8,6,6.6,7,7.4,8.1,9.2,10.3,11.8,11.9,13.8,15.5,17.8,19.8,20.2,22.3,21.6,23.9,27.1,29.4,32.3,34.1,35.7,38.3,40.5,43.5,45.9,48.1,50.2,50.7,53.3,55.9
417,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,25.3,26.9,28.5,30.3,32.1,32.8,34.1,34.9,36.5,40
418,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.9,2,1.9,1.8
419,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,9.2,10.2,10.6,11.7,12.2,13.6,14.2,13.9,14.8,14
420,3,      Intermediate inputs,,2.2,2.3,2.5,2.6,2.8,2.9,3.8,4,4.3,4.4,4.9,5.6,6.2,6.5,8.2,9.3,9.3,13.7,12.7,14.3,13.4,13.5,10.7,9.1,9.6,13.5,14.5,16.6,16.5,17.8,19.3,21.9,25.7,27.6,29.4
421,3,        Energy inputs,,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.5,0.7,0.7,0.8,1.6,1.5,1.6,1.2,1.1,0.8,0.5,0.3,0.4,0.5,0.6,0.6,0.6,1.3,2,3.1,3.9,4.9
422,3,        Materials inputs,,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.8,1.3,1.2,1.2,1,1,0.8,0.7,0.6,1,1.1,1.4,1.4,1.7,2.3,3,4.1,4.6,5
423,3,        Purchased-services inputs,,1.9,2,2.1,2.1,2.3,2.4,3.2,3.4,3.6,3.7,4.2,4.7,5.3,5.5,6.8,7.9,7.7,10.8,10,11.6,11.1,11.3,9.1,8,8.6,12.1,12.9,14.7,14.5,15.5,15.7,16.8,18.5,19.1,19.5
424,3,    Warehousing and storage,,1.8,1.9,2.1,2.3,2.4,2.5,2.8,3,3.2,3.4,3.8,4.3,4.4,4.8,5.7,6.5,7.4,7.8,8.6,8.3,9.1,10.4,10.6,11.7,12.1,13.6,14.4,15.4,15.7,17.2,18.5,20.3,22.5,23.6,26.3
425,3,      Value added,,1.5,1.6,1.8,1.9,2,2.2,2.4,2.4,2.7,3,3.3,3.6,3.8,4.3,4.9,5.8,6.4,6.4,7,7,7.8,8.9,9.5,10.5,11.1,11.9,12.6,13.2,13.6,14.8,15.8,17,18.2,18.9,21
426,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.7,10.2,10.8,11.1,12.1,12.7,13.5,14.5,15.1,17.3
427,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
428,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.1,2.3,2.2,2.3,2.5,2.9,3.2,3.4,3.5,3.3
429,3,      Intermediate inputs,,0.3,0.3,0.3,0.3,0.4,0.2,0.4,0.5,0.5,0.4,0.5,0.7,0.6,0.5,0.8,0.8,1,1.5,1.7,1.3,1.3,1.5,1.1,1.2,1.1,1.6,1.8,2.3,2.1,2.3,2.7,3.3,4.3,4.7,5.4
430,3,        Energy inputs,,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.8
431,3,        Materials inputs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.8,0.9,1.1
432,3,        Purchased-services inputs,,0.2,0.3,0.3,0.3,0.3,0.2,0.4,0.5,0.4,0.4,0.4,0.6,0.5,0.4,0.7,0.7,0.8,1.3,1.4,1.1,1.1,1.3,0.9,1.1,0.9,1.4,1.6,1.9,1.8,2,2.1,2.4,2.9,3.1,3.5
433,2,  Information,,34.9,37.1,40.5,45.2,48.5,52.7,58.1,62.4,66.8,74.4,83.3,91.5,102.5,115.3,127.8,145.1,163,178,204.9,233.5,260.8,284.6,305.6,333.1,350.7,375,397.7,422.6,440.6,463.9,504.1,544.4,598.6,662.4,730.6
434,2,    Value added,,23.4,25.2,27.4,30.2,32.3,35.2,38.3,41.2,44.5,49.8,54.4,58.8,65.2,74.5,83.9,96.1,107.4,118.7,137.2,149.9,169.5,180.3,198.9,210.9,222.5,233.1,254,269.3,281,299.3,321.4,340.9,356.3,386.8,394.1
435,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,94.7,98.7,105.7,108.8,114.6,122.6,132.5,143.5,156.8,169
436,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,17.5,18.3,19.6,20.8,22.2,23.5,25.1,26.7,28.9,31
437,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,121,137,144,151.3,162.5,175.3,183.3,186.1,201.1,194.1
438,2,    Intermediate inputs,,11.5,11.9,13.1,14.9,16.1,17.5,19.8,21.2,22.2,24.6,28.9,32.7,37.2,40.8,43.9,49.1,55.6,59.4,67.8,83.6,91.3,104.4,106.7,122.2,128.2,141.8,143.7,153.3,159.7,164.6,182.6,203.5,242.3,275.5,336.5
439,2,      Energy inputs,,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.9,1,1.1,1.2,1.3,1.7,2,2.3,2.6,2.5,2.4,2.2,1.9,1.7,1.7,1.8,2,2,2,2.1,2.3,2.7,3,3.7
440,2,      Materials inputs,,4.8,4.8,5.3,6.2,6.3,6.7,7.3,7.6,7.5,8.1,9.3,10.9,11.5,13.2,14.6,16.2,18.2,20.8,22.4,25.6,26.8,30.7,29.5,33,35.8,39.5,38.8,40,39.9,40.8,41.8,43.1,49.8,51,56.5
441,2,      Purchased-services inputs,,6.4,6.8,7.5,8.5,9.5,10.5,12.1,13.2,14.3,15.9,18.9,20.9,24.7,26.5,28.1,31.6,35.6,36.5,43.1,55.4,62,71.2,75,87.4,90.7,100.7,103.1,111.3,117.8,121.9,138.7,158,189.8,221.5,276.3
442,3,"    Publishing industries, except internet (includes software)",,9.9,10.4,11.2,13.2,13.6,14.5,15.9,17.1,17.5,19,20.9,23,24.9,27.2,30.4,35.4,40.6,44.7,48.8,53.5,61,67.4,70.1,78.6,89,97.3,103.5,109.3,113,117.2,129.5,139.9,153.5,171,190.8
443,3,      Value added,,5.3,5.8,6.2,6.9,7.2,7.8,8.5,8.8,9.3,10,11,11.5,12.7,14.1,16.8,19,21.9,22.6,25.2,27.4,31.1,34.4,38.8,41.9,45.4,48.2,53,54.8,57.1,61,65.3,72,73.9,87.1,97.2
444,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,25,27.4,28.9,30.4,31.6,33.5,36.5,39.7,43,48,52.1
445,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.1,1.2,1.4,1.5
446,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,20.3,23.5,23.6,24.7,26.7,27.8,31.2,29.7,37.7,43.6
447,3,      Intermediate inputs,,4.7,4.7,5,6.3,6.4,6.7,7.4,8.3,8.2,8.9,9.9,11.4,12.1,13.1,13.6,16.4,18.8,22.1,23.6,26.1,29.9,33,31.3,36.8,43.6,49,50.5,54.5,55.9,56.2,64.2,67.9,79.7,83.9,93.6
448,3,        Energy inputs,,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.8,1,1.1,1.1,1,0.9,0.7,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.7,0.8,0.8,0.8
449,3,        Materials inputs,,2.9,2.9,3.1,3.9,4,4.1,4.4,4.7,4.5,4.8,5.4,6.3,6.4,7.1,7.5,8.8,10,11.9,12.6,13.5,15.2,16.8,15.8,18.1,21.6,23.7,23.8,25.1,24.5,24.8,25,24.1,26.5,24.7,24.4
450,3,        Purchased-services inputs,,1.7,1.7,1.8,2.3,2.3,2.6,3,3.5,3.6,4,4.4,5,5.5,5.8,5.9,7.2,8.2,9.3,10,11.5,13.7,15.2,14.7,18,21.2,24.6,25.9,28.6,30.6,30.6,38.4,43.2,52.5,58.5,68.4
451,3,    Motion picture and sound recording industries,,4.3,4.4,5,5.4,5.8,6.6,7,7.1,7.7,8.6,9.3,10.1,11.3,13.4,15,16.2,18.5,18.9,22.6,25,27.7,30.9,33,36.6,38.4,41.6,46.6,49.9,53.7,55.8,62.5,68.5,76.5,85.8,89.5
452,3,      Value added,,3,3.1,3.6,4,4.2,4.9,4.8,4.7,4.9,5.5,5.7,6,6.5,8.5,9.7,11.7,13.3,14.1,16.5,17.4,19,21.3,23,25.4,27.6,27.9,33.6,33.6,35.2,35.7,38.1,37.3,39.4,41.5,40.3
453,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,8.3,9.2,10.6,10.8,11.2,12.3,13.3,15,17.2,18.8
454,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.6,1.7
455,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,18.9,23.6,22.1,23.3,23.4,24.6,22.7,23,22.7,19.8
456,3,      Intermediate inputs,,1.3,1.3,1.4,1.4,1.6,1.7,2.2,2.3,2.8,3.2,3.6,4.2,4.8,4.9,5.2,4.6,5.2,4.8,6.1,7.6,8.7,9.6,10,11.2,10.8,13.7,13.1,16.3,18.5,20.1,24.4,31.2,37.1,44.3,49.2
457,3,        Energy inputs,,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.4,0.5,0.7,0.8,1
458,3,        Materials inputs,,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.7,0.6,0.8,0.9,1,1.8,2.9,4,5,5.6
